TEMPO_VIVIE_NA_RUA;CONTATO_PARENTE_FORA_RUAS;DATA_NASCIMENTO;IDADE;SEXO;BOLSA_FAMILIA;POP_RUA;GRAU_INSTRUCAO;COR_RACA;FAIXA_RENDA_FAMILIAR_PER_CAPITA;VAL_REMUNERACAO_MES_PASSADO;CRAS;REGIONAL;FAIXA_DESATUALICACAO_CADASTRAL;MES_ANO_REFERENCIA
Entre cinco e dez anos;Todo mês;10/04/1989 00:00;30;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Mais de dez anos;Nunca;25/01/1978 00:00;41;MASCULINO;SIM;SIM;Fundamental incompleto;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;LESTE;19 a 24 Meses;out/19
Mais de dez anos;Quase nunca;19/02/1973 00:00;46;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Mais de dez anos;Quase nunca;12/05/1971 00:00;48;MASCULINO;SIM;SIM;Sem instrucao;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Entre cinco e dez anos;Todo ano;26/11/1984 00:00;34;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;BARREIRO;25 a 36 Meses;out/19
Entre um e dois anos;Nunca;26/11/1960 00:00;58;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;BARREIRO;25 a 36 Meses;out/19
Entre dois e cinco anos;Nunca;21/02/1954 00:00;65;MASCULINO;SIM;SIM;Medio completo;Branca;Ate R$89,00;0;CRAS VILA BIQUINHAS;NORTE;13 a 18 Meses;out/19
Ate seis meses;Nunca;18/04/1983 00:00;36;MASCULINO;SIM;SIM;Fundamental completo;Branca;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;13 a 18 Meses;out/19
Mais de dez anos;Nunca;18/08/1964 00:00;55;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;13 a 18 Meses;out/19
Mais de dez anos;Nunca;16/09/1978 00:00;41;MASCULINO;SIM;SIM;Fundamental incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;19 a 24 Meses;out/19
Entre dois e cinco anos;Nunca;06/11/1958 00:00;60;MASCULINO;SIM;SIM;Fundamental completo;Branca;Ate R$89,00;0;ENDERECO FORA AREA CRAS;BARREIRO;19 a 24 Meses;out/19
Entre dois e cinco anos;Todo mês;17/10/1981 00:00;38;MASCULINO;SIM;SIM;Medio incompleto;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Mais de dez anos;Nunca;13/08/1975 00:00;44;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$89,00;0;ENDERECO FORA AREA CRAS;NOROESTE;13 a 18 Meses;out/19
Entre dois e cinco anos;Nunca;09/04/1965 00:00;54;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$89,00;70;ENDERECO FORA AREA CRAS;CENTRO-SUL;25 a 36 Meses;out/19
Entre um e dois anos;Todo mês;08/05/1956 00:00;63;MASCULINO;SIM;SIM;Fundamental completo;Preta;Ate R$89,00;0;ENDERECO FORA AREA CRAS;LESTE;25 a 36 Meses;out/19
Entre seis meses e um ano;Quase nunca;29/05/1970 00:00;49;MASCULINO;SIM;SIM;Medio completo;Branca;Ate R$89,00;0;ENDERECO FORA AREA CRAS;NOROESTE;13 a 18 Meses;out/19
Entre cinco e dez anos;Nunca;13/11/1984 00:00;34;MASCULINO;SIM;SIM;Medio completo;Parda;Ate R$89,00;20;ENDERECO FORA AREA CRAS;LESTE;25 a 36 Meses;out/19
Entre cinco e dez anos;Nunca;03/12/1977 00:00;41;MASCULINO;SIM;SIM;Fundamental incompleto;Branca;Ate R$89,00;0;ENDERECO FORA AREA CRAS;CENTRO-SUL;ate 12 Meses;out/19
